"Date","chamber","stemnumber","branchnumber","diameter","length","noexpleaves","heightfloor"
2008-04-15,"ch11","1.2","39",3.93,38,5,398
2008-04-15,"ch04","1.2.1","39",1.99,18,1,269
2008-04-15,"ch02","1","40",9.245,108,103,238
2008-04-15,"ch06","1","40",7.8,98,50,187
2008-04-15,"ch07","1","40",16.66,137,362,234
2008-04-15,"ch09","1","40",14.585,150,179,245
2008-04-15,"ch12","1","40",6.45,83,166,120.7
2008-04-15,"ch01","1.1","40",3.92,,18,496
2008-04-15,"ch03","1.1","40",8.555,90,105,273
2008-04-15,"ch08","1.1","40",6.285,54,19,354
2008-04-15,"ch11","1.1","40",2.88,40,4,407
2008-04-15,"ch04","1.1.1","40",2.75,45,4,258
2008-04-15,"ch03","1.2","40",3.13,30,7,202
2008-04-15,"ch08","1.2","40",3.705,41,10,347
2008-04-15,"ch04","1.2.1","40",2.04,18,1,273
2008-04-15,"ch02","1","41",6.67,71,50,241
2008-04-15,"ch06","1","41",6.29,81,34,205.5
2008-04-15,"ch07","1","41",9.08,90,88,241
2008-04-15,"ch09","1","41",10.375,142,95,258
2008-04-15,"ch12","1","41",5.995,76,108,131.7
2008-04-15,"ch01","1.1","41",3.44,,8,504
2008-04-15,"ch03","1.1","41",6.835,73,79,279.5
2008-04-15,"ch08","1.1","41",4.27,42,15,360
2008-04-15,"ch04","1.1.1","41",3.07,42,2,264
2008-04-15,"ch03","1.2","41",2.835,31,6,208
2008-04-15,"ch08","1.2","41",3.725,30,7,351
2008-04-15,"ch04","1.2.1","41",,,1,282
2008-04-15,"ch02","1","42",16.23,157,431,251
2008-04-15,"ch06","1","42",7.53,96,66,213.5
2008-04-15,"ch07","1","42",12.81,118,200,247
2008-04-15,"ch09","1","42",16.405,189,203,265
2008-04-15,"ch12","1","42",6.455,82,102,140.7
2008-04-15,"ch01","1.1","42",2.83,,7,516
2008-04-15,"ch03","1.1","42",7.495,75,59,291.5
2008-04-15,"ch08","1.1","42",3.78,43,10,373
2008-04-15,"ch03","1.2","42",2.975,35,4,214
2008-04-15,"ch08","1.2","42",3.56,32,3,360
2008-04-15,"ch02","1","43",11.045,124,186,252
2008-04-15,"ch06","1","43",5.17,79,23,226.5
2008-04-15,"ch07","1","43",9.96,112,251,258
2008-04-15,"ch09","1","43",9.695,126,76,279
2008-04-15,"ch12","1","43",6.12,67,68,147
2008-04-15,"ch01","1.1","43",4.53,,8,524
2008-04-15,"ch03","1.1","43",11.05,88,129,294.5
2008-04-15,"ch08","1.1","43",3.445,32,4,377
2008-04-15,"ch03","1.2","43",2.365,21,3,219
2008-04-15,"ch08","1.2","43",2.54,20,3,365
2008-04-15,"ch02","1","44",13.33,132,217,259
2008-04-15,"ch06","1","44",6.67,83,48,235.5
2008-04-15,"ch07","1","44",9.21,115,223,267.5
2008-04-15,"ch09","1","44",11.15,133,108,291
2008-04-15,"ch12","1","44",7.2,89,149,150
2008-04-15,"ch01","1.1","44",2.22,,4,534
2008-04-15,"ch03","1.1","44",12.81,94,137,306.5
2008-04-15,"ch08","1.1","44",2.805,25,3,391
2008-04-15,"ch03","1.2","44",1.855,15,1,224
2008-04-15,"ch02","1","45",11.095,121,157,266
2008-04-15,"ch06","1","45",5.88,83,43,247
2008-04-15,"ch07","1","45",8.57,92,118,279.5
2008-04-15,"ch09","1","45",10.355,122,80,297
2008-04-15,"ch12","1","45",9.685,133,253,163
2008-04-15,"ch03","1.1","45",7.325,76,35,315
2008-04-15,"ch02","1","46",12.385,142,275,269
2008-04-15,"ch06","1","46",5.83,89,40,255.5
2008-04-15,"ch07","1","46",13.16,120,294,290.5
2008-04-15,"ch09","1","46",9.6,130,64,309
2008-04-15,"ch12","1","46",6.29,60,80,166
2008-04-15,"ch03","1.1","46",10.925,90,94,325.5
2008-04-15,"ch02","1","47",5.53,71,33,275
2008-04-15,"ch06","1","47",5.42,78,47,275.5
2008-04-15,"ch07","1","47",7.98,70,139,301.5
2008-04-15,"ch09","1","47",9.095,111,42,319
2008-04-15,"ch12","1","47",4.305,50,34,176
2008-04-15,"ch03","1.1","47",12.15,109,112,334
2008-04-15,"ch02","1","48",6.515,84,45,285
2008-04-15,"ch06","1","48",5.9,85,37,283.5
2008-04-15,"ch07","1","48",9.71,105,158,308
2008-04-15,"ch09","1","48",7.18,120,42,326
2008-04-15,"ch12","1","48",8.705,93,193,179
2008-04-15,"ch03","1.1","48",11.76,116,120,344.5
2008-04-15,"ch02","1","49",8.18,97,83,291
2008-04-15,"ch06","1","49",4.47,72,29,298.5
2008-04-15,"ch07","1","49",7.93,91,97,320
2008-04-15,"ch09","1","49",6.715,105,30,327
2008-04-15,"ch12","1","49",2.63,40,14,191
2008-04-15,"ch03","1.1","49",7.02,55,21,354.5
2008-04-15,"ch02","1","50",8.365,110,90,299
2008-04-15,"ch06","1","50",3.91,77,27,306
2008-04-15,"ch07","1","50",8.17,89,524,326
2008-04-15,"ch09","1","50",7.315,118,35,340
2008-04-15,"ch12","1","50",4.535,74,52,191
2008-04-15,"ch03","1.1","50",6.33,73,35,367
2008-04-15,"ch02","1","51",4.76,64,23,308
2008-04-15,"ch06","1","51",3.46,56,17,318.5
2008-04-15,"ch07","1","51",7.03,92,113,338
2008-04-15,"ch09","1","51",6.81,94,29,348
2008-04-15,"ch12","1","51",6.13,77,69,200
2008-04-15,"ch03","1.1","51",8.295,83,75,377.5
2008-04-15,"ch02","1","52",7.5,94,69,323
2008-04-15,"ch06","1","52",4.11,46,12,327.5
2008-04-15,"ch07","1","52",7.78,87,75,343
2008-04-15,"ch09","1","52",4.245,65,13,358
2008-04-15,"ch12","1","52",5.215,72,46,202
2008-04-15,"ch03","1.1","52",6.5,70,51,394
2008-04-15,"ch02","1","53",8.115,105,74,336
2008-04-15,"ch06","1","53",2.58,38,8,338.5
2008-04-15,"ch07","1","53",6.44,78,54,353
2008-04-15,"ch09","1","53",5.63,78,21,364
2008-04-15,"ch12","1","53",4.44,72,39,202
2008-04-15,"ch03","1.1","53",6.45,60,34,403
2008-04-15,"ch02","1","54",7.29,100,61,350
2008-04-15,"ch06","1","54",3.81,38,7,345.5
2008-04-15,"ch07","1","54",5.25,66,32,362
2008-04-15,"ch09","1","54",5.48,79,18,377
2008-04-15,"ch12","1","54",5.04,66,41,216
2008-04-15,"ch03","1.1","54",5.56,53,36,418.5
2008-04-15,"ch02","1","55",5.385,80,34,362
2008-04-15,"ch06","1","55",2.01,25,4,355.5
2008-04-15,"ch07","1","55",3.82,59,22,372
2008-04-15,"ch09","1","55",4.55,68,8,389
2008-04-15,"ch12","1","55",5.235,59,49,224
2008-04-15,"ch03","1.1","55",4.86,60,23,424
2008-04-15,"ch02","1","56",5.475,82,36,373
2008-04-15,"ch06","1","56",2.41,18,4,365.5
2008-04-15,"ch07","1","56",5.13,56,27,377
2008-04-15,"ch09","1","56",3.835,62,8,390
2008-04-15,"ch12","1","56",6.805,90,101,231
2008-04-15,"ch03","1.1","56",4.795,42,6,430.5
2008-04-15,"ch02","1","57",6.135,67,37,385
2008-04-15,"ch06","1","57",1.37,8,2,379
2008-04-15,"ch07","1","57",2.72,42,7,386
2008-04-15,"ch09","1","57",4.145,62,6,393
2008-04-15,"ch12","1","57",6.44,84,64,242
2008-04-15,"ch03","1.1","57",3.975,55,13,434.5
2008-04-15,"ch02","1","58",5.515,71,35,395
2008-04-15,"ch07","1","58",2.63,37,6,393
2008-04-15,"ch09","1","58",3.215,51,5,405
2008-04-15,"ch12","1","58",4.88,67,39,246
2008-04-15,"ch03","1.1","58",3.035,40,8,440.5
2008-04-15,"ch02","1","59",4.955,60,27,405
2008-04-15,"ch07","1","59",2.45,24,4,403
2008-04-15,"ch09","1","59",3.515,40,4,416
2008-04-15,"ch12","1","59",4.31,60,30,255
2008-04-15,"ch03","1.1","59",2.685,28,6,445.5
2008-04-15,"ch02","1","60",3.735,47,22,414
2008-04-15,"ch07","1","60",1.6,18,2,411
2008-04-15,"ch09","1","60",2.465,30,3,435
2008-04-15,"ch12","1","60",5.23,69,49,260
2008-04-15,"ch03","1.1","60",2.365,30,5,450
2008-04-15,"ch02","1","61",3.2,40,7,424
2008-04-15,"ch09","1","61",2.68,19,1,448
2008-04-15,"ch12","1","61",4.195,56,23,271
2008-04-15,"ch03","1.1","61",1.305,11,5,451.5
2008-04-15,"ch02","1","62",3.315,39,9,430
2008-04-15,"ch12","1","62",3.95,56,22,272
2008-04-15,"ch03","1.1","62",1.68,8,3,460.5
2008-04-15,"ch02","1","63",3.51,34,5,437
2008-04-15,"ch12","1","63",4.675,50,21,282
2008-04-15,"ch02","1","64",3.05,26,5,447
2008-04-15,"ch12","1","64",3.86,43,18,296
2008-04-15,"ch02","1","65",3.265,22,4,456
2008-04-15,"ch12","1","65",3.905,39,14,295
2008-04-15,"ch02","1","66",2.37,14,3,466
2008-04-15,"ch12","1","66",2.845,34,9,297
2008-04-15,"ch12","1","67",2.885,31,5,307
2008-04-15,"ch12","1","68",2.4,24,4,311
2008-11-12,"ch01","1","22",4.45,89,62,
2008-11-12,"ch01","1","23",14.1,130,521,
2008-11-12,"ch01","1","28",4,65,30,
2008-11-12,"ch01","1","39",8.45,88,142,
2008-11-12,"ch01","1.1","29",8.15,95,119,
2008-11-12,"ch01","1.1","32",8.15,100,106,
2008-11-12,"ch01","1.2","20",11.15,122,151,
2008-11-12,"ch01","1.2","31",4.25,73,23,
2008-11-12,"ch01","1.2","22",5.25,127,141,
2008-11-12,"ch02","1","3",7,84,56,
2008-11-12,"ch02","1","16",8.2,115,177,
2008-11-12,"ch02","1","31",4.25,62,20,
2008-11-12,"ch02","1","34",10.2,106,176,
2008-11-12,"ch02","1","45",18,167,220,
2008-11-12,"ch02","1","47",7.13,97,51,
2008-11-12,"ch02","1","59",17.1,169,164,
2008-11-12,"ch02","1","65",8.15,93,54,
2008-11-12,"ch03","1","5",6.35,54,28,
2008-11-12,"ch03","1.1","39",13.45,159,166,
2008-11-12,"ch03","1.1","53",13.6,103,324,
2008-11-12,"ch03","1.1","54",15.5,144,364,
2008-11-12,"ch03","1.1","58",5.75,57,39,
2008-11-12,"ch03","1.2","7",14.55,101,263,
2008-11-12,"ch03","1.2","22",16,134,195,
2008-11-12,"ch03","1.2","35",4.3,62,21,
2008-11-12,"ch04","1.1.1","17",7,80,43,
2008-11-12,"ch04","1.1.1","41",7.95,86,67,
2008-11-12,"ch04","1.2","3",7.35,103,75,
2008-11-12,"ch04","1.2.1","5",5.25,85,31,
2008-11-12,"ch04","1.2.1","30",6.35,84,46,
2008-11-12,"ch04","1.2.1","37",8.05,87,67,
2008-11-12,"ch04","1.1.1","47",4.1,57,24,
2008-11-12,"ch05","1","11",8.9,105,79,
2008-11-12,"ch05","1","14",11.8,130,112,
2008-11-12,"ch05","1.1","2",6.1,100,59,
2008-11-12,"ch05","1.1","28",4.75,59,22,
2008-11-12,"ch05","1.1","32",4.35,64,7,
2008-11-12,"ch05","1.1","33",8.05,116,12,
2008-11-12,"ch05","1.2.1","1",14.4,146,230,
2008-11-12,"ch05","1.2.2","16",11,120,124,
2008-11-12,"ch06","1","9",4.4,62,22,
2008-11-12,"ch06","1","25",4.15,72,19,
2008-11-12,"ch06","1","34",9.65,108,130,
2008-11-12,"ch06","1","37",7,97,72,
2008-11-12,"ch06","1","47",12.4,105,103,
2008-11-12,"ch06","1","51",10.35,79,56,
2008-11-12,"ch07","1","12",7.23,84,129,
2008-11-12,"ch07","1","14",7.19,92,71,
2008-11-12,"ch07","1","31",9.23,82,109,
2008-11-12,"ch07","1","32",12.53,113,316,
2008-11-12,"ch07","1","46",23.06,269,578,
2008-11-12,"ch07","1","56",15.42,192,499,
2008-11-12,"ch08","1.1","1",6.45,93,65,
2008-11-12,"ch08","1.1","5",7.18,96,119,
2008-11-12,"ch08","1.1","20",8.99,99,81,
2008-11-12,"ch08","1.1","29",19.5,168,365,
2008-11-12,"ch08","1.2","24",4.9,57,22,
2008-11-12,"ch08","1.2","34",4.45,79,40,
2008-11-12,"ch09","1","8",6.46,85,39,
2008-11-12,"ch09","1","12",6.4,83,35,
2008-11-12,"ch09","1","32",11.73,109,116,
2008-11-12,"ch09","1","35",11.44,143,119,
2008-11-12,"ch09","1","45",17.49,178,285,
2008-11-12,"ch09","1","53",12.61,128,184,
2008-11-12,"ch09","1","58",9.04,132,93,
2008-11-12,"ch09","1","59",11.48,161,103,
2008-11-12,"ch10","1","9",3.26,47,13,
2008-11-12,"ch10","1","11",12.82,147,364,
2008-11-12,"ch10","1.1","5",3.53,53,33,
2008-11-12,"ch10","1.1","17",9.4,115,116,
2008-11-12,"ch10","1.1","22",14.75,137,303,
2008-11-12,"ch10","1.2","24",8.55,92,104,
2008-11-12,"ch11","1","12",7.93,87,257,
2008-11-12,"ch11","1","14",7.5,82,111,
2008-11-12,"ch11","1.1","10",4.82,73,88,
2008-11-12,"ch11","1.1","36",13.41,158,298,
2008-11-12,"ch11","1.2","20",9.18,103,148,
2008-11-12,"ch11","1.2","35",15.31,243,501,
2008-11-12,"ch12","1","12",9.46,72,168,
2008-11-12,"ch12","1","34",5.13,63,37,
2008-11-12,"ch12","1","47",5.56,73,56,
2008-11-12,"ch12","1","57",13.93,146,311,
2008-11-12,"ch12","1","59",7.04,74,83,
2008-11-12,"ch12","1","65",6.98,81,144,
2009-01-12,"ch01","1","22",4.5,92,42,
2009-01-12,"ch01","1","23",14.6,154,383,
2009-01-12,"ch01","1","28",3.9,65,17,
2009-01-12,"ch01","1","39",8.7,85,157,
2009-01-12,"ch01","1.1","29",8.4,101,95,
2009-01-12,"ch01","1.1","32",8.5,102,72,
2009-01-12,"ch01","1.2","20",11.3,120,156,
2009-01-12,"ch01","1.2","31",4,66,19,
2009-01-12,"ch01","1.2","22",10.4,120,106,
2009-01-12,"ch01","1.2","46",5.4,85,46,
2009-01-12,"ch01","1.2","64",5.2,72,37,
2009-01-12,"ch01","1.1.1","2",15.5,251,529,
2009-01-12,"ch01","1.1.2","6",4.2,70,22,
2009-01-12,"ch01","1.1.2","10",2.9,45,13,
2009-01-12,"ch02","1","16",8.4,103,59,
2009-01-12,"ch02","1","34",10.6,113,82,
2009-01-12,"ch02","1","45",21,173,304,
2009-01-12,"ch02","1","47",8.1,93,44,
2009-01-12,"ch02","1","59",24.8,350,527,
2009-01-12,"ch02","1","65",9.3,93,70,
2009-01-12,"ch02","1","80",6.9,93,47,
2009-01-12,"ch02","1","72",5.2,74,26,
2009-01-12,"ch02","1","87",9.1,125,80,
2009-01-12,"ch03","1.1","39",13.5,140,217,
2009-01-12,"ch03","1.1","53",14,138,324,
2009-01-12,"ch03","1.1","54",16.2,160,296,
2009-01-12,"ch03","1.1","58",6.1,63,24,
2009-01-12,"ch03","1.2","7",14.5,106,348,
2009-01-12,"ch03","1.2","22",16.6,192,724,
2009-01-12,"ch03","1.2","35",4.2,68,25,
2009-01-12,"ch03","1.1","67",3.1,35,7,
2009-01-12,"ch03","1.1","72",3.8,54,11,
2009-01-12,"ch03","1.1","90",4.2,58,12,
2009-01-12,"ch04","1.1.1","17",7,71,19,
2009-01-12,"ch04","1.1.1","41",8.5,84,66,
2009-01-12,"ch04","1.2","3",7.4,85,25,
2009-01-12,"ch04","1.2.1","5",6.1,89,29,
2009-01-12,"ch04","1.2.1","30",6.7,71,26,
2009-01-12,"ch04","1.2.1","37",9.4,95,80,
2009-01-12,"ch04","1.1.1","47",4.7,60,11,
2009-01-12,"ch04","1.1.2","53",7.4,79,33,
2009-01-12,"ch04","1.1.1","75",6.5,74,37,
2009-01-12,"ch04","1.2.1","62",5,54,12,
2009-01-12,"ch04","1.2.2","50",4.4,53,9,
2009-01-12,"ch04","1.2.2","57",4.4,52,17,
2009-01-12,"ch04","1.2.1","41",7.8,81,71,
2009-01-12,"ch05","1","14",11.9,125,36,
2009-01-12,"ch05","1.1","2",6.9,104,33,
2009-01-12,"ch05","1.1","28",5.1,59,18,
2009-01-12,"ch05","1.1","32",4.6,58,13,
2009-01-12,"ch05","1.1","33",9.1,163,51,
2009-01-12,"ch05","1.2.1","1",13.5,147,89,
2009-01-12,"ch05","1.2.2","16",11,116,130,
2009-01-12,"ch05","1.1","47",5.2,70,10,
2009-01-12,"ch05","1.2.1","54",6,106,30,
2009-01-12,"ch05","1.2.1","57",5.1,103,33,
2009-01-12,"ch05","1.2.2","37",4,54,10,
2009-01-12,"ch05","1.2.2","47",4.4,57,11,
2009-01-12,"ch06","1","25",4.3,68,19,
2009-01-12,"ch06","1","34",9.7,117,111,
2009-01-12,"ch06","1","37",7.3,120,63,
2009-01-12,"ch06","1","47",12.4,130,233,
2009-01-12,"ch06","1","51",10.3,125,128,
2009-01-12,"ch06","1","59",7.7,77,68,
2009-01-12,"ch06","1","67",5.3,79,19,
2009-01-12,"ch06","1","79",9.8,115,56,
2009-01-12,"ch07","1","31",12.45,108,202,
2009-01-12,"ch07","1","32",6.75,79,20,
2009-01-12,"ch07","1","46",22.3,294,1051,
2009-01-12,"ch07","1","56",16.85,247,634,
2009-01-12,"ch07","1","65",4.7,80,33,
2009-01-12,"ch07","1","87",3.45,66,10,
2009-01-12,"ch08","1.1","6",4.85,90,33,
2009-01-12,"ch08","1.1","20",8.75,99,46,
2009-01-12,"ch08","1.1","29",22,245,668,
2009-01-12,"ch08","1.2","24",4.5,57,15,
2009-01-12,"ch08","1.2","34",4.75,69,32,
2009-01-12,"ch08","1.1","62",7.05,106,62,
2009-01-12,"ch08","1.1","66",6,102,19,
2009-01-12,"ch08","1.2","60",6.9,120,78,
2009-01-12,"ch08","1.2","47",8.05,127,101,
2009-01-12,"ch09","1","32",11.3,112,79,
2009-01-12,"ch09","1","35",11.05,148,120,
2009-01-12,"ch09","1","45",19.85,170,226,
2009-01-12,"ch09","1","53",11.65,152,197,
2009-01-12,"ch09","1","58",10,133,102,
2009-01-12,"ch09","1","59",12.65,165,128,
2009-01-12,"ch09","1","65",11,110,76,
2009-01-12,"ch09","1","78",6.85,127,34,
2009-01-12,"ch09","1","83",3.85,74,4,
2009-01-12,"ch10","1.1","17",9.2,110,87,
2009-01-12,"ch10","1.1","22",14.5,130,211,
2009-01-12,"ch10","1.2","24",14.3,150,317,
2009-01-12,"ch10","1.2","46",4.05,77,13,
2009-01-12,"ch10","1.2","42",5.5,92,38,
2009-01-12,"ch10","1.1","52",6.7,128,50,
2009-01-12,"ch10","1.2","25",8.5,89,91,
2009-01-12,"ch11","1.1","10",4.7,71,22,
2009-01-12,"ch11","1.1","36",14.3,165,375,
2009-01-12,"ch11","1.2","20",8.1,102,45,
2009-01-12,"ch11","1.2","35",15.35,315,613,
2009-01-12,"ch11","1.1","50",8.8,115,166,
2009-01-12,"ch11","1.1","53",5.9,96,105,
2009-01-12,"ch11","1.2","66",7.15,103,92,
2009-01-12,"ch11","1.2","55",3.1,62,14,
2009-01-12,"ch12","1","47",5.05,68,32,
2009-01-12,"ch12","1","57",14.65,151,359,
2009-01-12,"ch12","1","59",5.9,83,63,
2009-01-12,"ch12","1","65",7.95,85,130,
2009-01-12,"ch12","1","81",4.8,70,31,
2009-01-12,"ch12","1","92",7.55,108,86,
2009-02-17,"ch01","1","22",4.95,0.89,65,
2009-02-17,"ch01","1","23",15.2,1.56,293,
2009-02-17,"ch01","1","28",4.05,0.64,16,
2009-02-17,"ch01","1","39",8.95,0.67,122,
2009-02-17,"ch01","1.1","29",8.7,0.95,81,
2009-02-17,"ch01","1.1","32",8.6,0.95,67,
2009-02-17,"ch01","1.2","20",11.45,1.11,126,
2009-02-17,"ch01","1.2","31",4.75,0.61,11,
2009-02-17,"ch01","1.2","22",10.15,1.18,97,
2009-02-17,"ch01","1.2","42",8.85,1.03,116,
2009-02-17,"ch01","1.2","43",10.1,1.15,119,
2009-02-17,"ch01","1.2","50",6.5,0.91,52,
2009-02-17,"ch01","1.1.1","1",9.35,1.14,138,
2009-02-17,"ch01","1.1.2","17",9.2,1.15,115,
2009-02-17,"ch01","1.2","46",5.8,0.92,42,
2009-02-17,"ch01","1.2","64",5.75,0.84,27,
2009-02-17,"ch01","1.1.1","2",16.8,2.11,527,
2009-02-17,"ch01","1.1.2","6",17.35,2.22,396,
2009-02-17,"ch02","1","3",8.4,1.05,47,
2009-02-17,"ch02","1","34",11.3,1.15,70,
2009-02-17,"ch02","1","45",20.9,1.69,364,
2009-02-17,"ch02","1","47",8.85,0.93,33,
2009-02-17,"ch02","1","59",29.05,4.28,101,
2009-02-17,"ch02","1","65",9.6,0.85,66,
2009-02-17,"ch02","1","80",7.05,0.97,47,
2009-02-17,"ch02","1","84",8.7,1.11,74,
2009-02-17,"ch02","1","72",5.85,0.54,31,
2009-02-17,"ch02","1","87",9.7,1.17,97,
2009-02-17,"ch03","1.1","39",13.75,1.4,176,
2009-02-17,"ch03","1.1","53",14.1,1.34,281,
2009-02-17,"ch03","1.1","58",6.1,0.65,37,
2009-02-17,"ch03","1.2","7",15.05,0.92,331,
2009-02-17,"ch03","1.2","22",16.9,1.55,626,
2009-02-17,"ch03","1.2","35",4.3,0.72,22,
2009-02-17,"ch03","1.1","77",10.4,1.31,109,
2009-02-17,"ch03","1.2","45",5.15,0.55,58,
2009-02-17,"ch03","1.1","72",4.05,0.58,10,
2009-02-17,"ch03","1.1","90",4.6,0.54,12,
2009-02-17,"ch04","1.1.1","17",7,0.69,12,
2009-02-17,"ch04","1.1.1","41",8.75,0.87,64,
2009-02-17,"ch04","1.2","3",7.25,0.81,3,
2009-02-17,"ch04","1.2.1","5",5.6,0.84,24,
2009-02-17,"ch04","1.2.1","30",7.35,0.69,31,
2009-02-17,"ch04","1.2.1","37",10.1,1.03,92,
2009-02-17,"ch04","1.1.1","47",4.95,0.82,20,
2009-02-17,"ch04","1.2.1","61",7.8,0.85,42,
2009-02-17,"ch04","1.1.1","70",5.6,0.85,23,
2009-02-17,"ch04","1.2.2","63",4.65,0.54,5,
2009-02-17,"ch04","1.2.2","47",9.4,1.18,99,
2009-02-17,"ch04","1.2.2","26",8.6,0.92,59,
2009-02-17,"ch04","1.2.2","13",6.45,0.8,0.34,
2009-02-17,"ch04","53","",6.7,0.97,42,
2009-02-17,"ch04","1.1.1","75",9.2,1.09,71,
2009-02-17,"ch04","1.2.1","62",5.7,0.82,19,
2009-02-17,"ch04","1.2.2","50",4.6,0.59,65,
2009-02-17,"ch04","1.2.2","57",4.85,0.57,10,
2009-02-17,"ch04","1.2.1","41",7.9,0.71,25,
2009-02-17,"ch05","1.1","2",6.85,1.08,33,
2009-02-17,"ch05","1.1","28",5.3,0.6,15,
2009-02-17,"ch05","1.1","32",5.1,0.59,5,
2009-02-17,"ch05","1.1","33",9.4,1.75,79,
2009-02-17,"ch05","1.2.1","1",13.9,1.53,111,
2009-02-17,"ch05","1.2.2","16",11.45,1.19,131,
2009-02-17,"ch05","1.2.2","29b",5.2,0.74,24,
2009-02-17,"ch05","1.1","47",5.5,0.71,27,
2009-02-17,"ch05","1.2.1","52",6.7,1.01,54,
2009-02-17,"ch05","1.2.1","15",10,1.13,63,
2009-02-17,"ch05","1.2.1","233",8.05,0.87,25,
2009-02-17,"ch05","1.2.1","36",4.3,0.54,18,
2009-02-17,"ch05","1.2.1","54",6.2,0.97,47,
2009-02-17,"ch05","1.2.1","57",6.95,1.07,69,
2009-02-17,"ch05","1.2.2","37",3.9,0.54,8,
2009-02-17,"ch05","1.2.2","47",4.1,0.55,19,
2009-02-17,"ch06","1","25",4.95,0.62,19,
2009-02-17,"ch06","1","34",10.25,1.15,100,
2009-02-17,"ch06","1","37",7.9,1.21,60,
2009-02-17,"ch06","1","47",12.8,1.34,226,
2009-02-17,"ch06","1","51",10.5,1.31,133,
2009-02-17,"ch06","1","61",13.25,1.51,221,
2009-02-17,"ch06","1","77",8.9,1.24,64,
2009-02-17,"ch06","1","59",7.75,0.94,65,
2009-02-17,"ch06","1","67",5.5,0.78,19,
2009-02-17,"ch06","1","79",12.2,1.19,79,
2009-02-17,"ch07","1","31",12.4,1.04,200,
2009-02-17,"ch07","1","46",24.3,3,1055,
2009-02-17,"ch07","1","56",18.8,2.42,769,
2009-02-17,"ch07","1","65",4.95,0.78,44,
2009-02-17,"ch07","1","87",4.8,0.74,23,
2009-02-17,"ch08","1.1","20",9.25,0.83,37,
2009-02-17,"ch08","1.1","29",21.6,2.34,608,
2009-02-17,"ch08","1.2","24",4.8,0.58,13,
2009-02-17,"ch08","1.2","34",5.4,0.63,22,
2009-02-17,"ch08","1.1","62",7.8,1.12,112,
2009-02-17,"ch08","1.1","66",7.7,1.23,85,
2009-02-17,"ch08","1.2","60",7.65,1.21,88,
2009-02-17,"ch08","1.2","47",5.9,0.99,42,
2009-02-17,"ch09","1","32",11.35,0.64,71,
2009-02-17,"ch09","1","35",10.95,1.41,103,
2009-02-17,"ch09","1","45",19.75,1.98,183,
2009-02-17,"ch09","1","53",12.75,1.46,180,
2009-02-17,"ch09","1","58",10.15,1.31,96,
2009-02-17,"ch09","1","59",12.75,1.4,142,
2009-02-17,"ch09","1","65",11.8,1.13,72,
2009-02-17,"ch09","1","78",8.5,1.1,82,
2009-02-17,"ch10","1.1","17",9.3,1.04,76,
2009-02-17,"ch10","1.1","22",14.6,1.22,184,
2009-02-17,"ch10","1.2","24",14.5,1.42,334,
2009-02-17,"ch10","1.2","46",4.8,0.84,13,
2009-02-17,"ch10","1.2","42",6.8,0.83,38,
2009-02-17,"ch10","1.1","52",8,1.48,83,
2009-02-17,"ch10","1.2","25",8.55,0.9,87,
2009-02-17,"ch11","1.1","36",13.85,1.56,310,
2009-02-17,"ch11","1.2","20",8.15,1.01,17,
2009-02-17,"ch11","1.2","35",15.55,3.2,522,
2009-02-17,"ch11","1.1","50",9.35,1.17,148,
2009-02-17,"ch11","1.1","53",6.15,0.95,58,
2009-02-17,"ch11","1.2","66",7.45,1.27,103,
2009-02-17,"ch11","1.2","55",3.35,0.56,7,
2009-02-17,"ch12","1","47",5.5,0.7,32,
2009-02-17,"ch12","1","57",15.2,1.52,304,
2009-02-17,"ch12","1","59",6.55,0.85,64,
2009-02-17,"ch12","1","65",8,0.82,111,
2009-02-17,"ch12","1","81",5.35,0.75,29,
2009-02-17,"ch12","1","92",7.45,1.01,95,
