chamber,stemnumber,branchnumber,leafnumber,leafangle,leaflength,leafwidth,height,distfromstem,comment
ch07,1,43,,45,83,29,210,80
ch07,1,43,,85,139,37,210,60
ch07,1,43,19,90,104,30,250,42
ch07,1,43,,90,91,29,255,20
ch07,1,43,,80,134,43,250,50
ch07,1,43,20,90,80,21,205,70
ch07,1,43,,80,144,36,205,54
ch07,1,43,,80,70,30,235,38
ch07,1,43,21,90,108,29,240,90
ch07,1,43,,90,106,28,250,100
ch07,1,43,,90,55,35,250,110
ch07,1,43,22,80,83,29,245,44
ch07,1,43,,90,146,38,225,45
ch07,1,43,,85,150,35,223,50
ch07,1,43,23,90,148,37,230,28
ch07,1,57,24,90,70,23,360,20
ch07,1,57,,85,110,26,367,18
ch07,1,57,,90,106,25,410,18
ch07,1,57,25,90,104,27,400,36
ch07,1,57,,90,101,22,363,45
ch07,1,57,,80,130,35,352,40
ch07,1,57,26,90,97,31,360,17
ch07,1,57,,90,144,38,375,37
ch07,1,57,27,90,111,26,375,34
ch07,1,57,,90,115,31,395,44
ch07,1,57,,80,47,16,395,30
ch08,1.1,3,1,40,92,38,39,21
ch08,1.1,3,,35,112,32,14,57
ch08,1.1,3,,40,89,29,11,74
ch08,1.1,3,2,50,102,29,14,50
ch08,1.1,3,,20,126,38,6,56
ch08,1.1,3,,10,143,41,5,59
ch08,1.1,3,3,20,68,27,23,46
ch08,1.1,3,,0,158,37,0,42
ch08,1.1,3,,35,102,39,19,45
ch08,1.1,3,4,30,104,30,7,75
ch08,1.1,3,,10,59,21,15,68
ch08,1.1,3,,50,131,36,3,29
ch08,1.1,3,5,20,112,31,13,45
ch08,1.1,3,,70,76,26,49,15
ch08,1.1,3,,60,132,4,32,41
ch08,1.1,3,6,90,122,33,4,69
ch08,1.1,3,,20,43,15,13,73
ch08,1.1,3,,85,56,25,23,36
ch08,1.1,3,7,70,85,29,46,23
ch08,1.1,3,,40,126,40,37,45
ch08,1.1,3,,55,119,41,40,29
ch08,1.1,3,8,70,122,38,20,56
ch08,1.2,16,1,70,126,35,122,45
ch08,1.2,16,,65,116,37,117,58
ch08,1.2,16,,70,120,31,118,45
ch08,1.2,16,2,70,85,26,125,20
ch08,1.2,16,,60,104,35,125,40
ch08,1.2,16,,50,82,30,119,59
ch08,1.2,16,3,80,97,35,129,19
ch08,1.2,16,,55,120,34,113,39
ch08,1.2,16,,50,130,38,110,64
ch08,1.2,16,4,70,125,34,118,45
ch08,1.2,16,,50,105,29,112,31
ch08,1.2,16,,45,90,32,115,55
ch08,1.2,16,5,60,120,34,113,62
ch08,1.2,16,,80,116,32,104,43
ch08,1.2,16,,70,72,23,134,19
ch08,1.2,16,6,90,120,31,108,62
ch08,1.1,26,1,85,112,33,202,56
ch08,1.1,26,,85,62,21,241,22
ch08,1.1,26,,75,129,37,244,43
ch08,1.1,26,2,65,66,23,237,57
ch08,1.1,26,,90,164,48,239,67
ch08,1.1,26,,60,71,24,236,78
ch08,1.1,26,3,65,150,43,245,53
ch08,1.1,26,,55,70,24,241,15
ch08,1.1,26,,85,113,30,236,22
ch08,1.1,26,4,70,91,23,223,56
ch08,1.1,26,,60,94,21,234,78
ch08,1.1,26,,60,140,33,221,56
ch08,1.1,26,5,90,120,34,246,21
ch08,1.1,26,,75,147,49,208,50
ch08,1.1,26,,60,151,49,143,54
ch08,1.1,26,6,60,109,35,253,40
ch08,1.2,39,1,70,86,23,331,32
ch08,1.2,39,,85,55,8,335,39
ch08,1.2,39,,90,150,44,341,22
ch08,1.2,39,2,70,49,17,356,42
ch08,1.2,39,,90,130,34,353,41
ch08,1.2,39,,40,100,19,349,44
ch08,1.2,39,3,70,130,34,350,37
ch08,1.2,39,,85,66,11,348,41
ch08,1.2,39,,70,90,19,349,39
ch08,1.2,39,4,90,90,25,337,22
ch09,1,17,1,50,126,31,0,26
ch09,1,17,,65,50,18,14,34
ch09,1,17,,75,113,37,0,50
ch09,1,17,2,0,136,40,13,47
ch09,1,17,,60,94,35,30,20
ch09,1,17,,80,81,23,17,20
ch09,1,17,3,60,67,27,44,10
ch09,1,17,,80,23,9,40,17
ch09,1,17,,55,82,23,32,20
ch09,1,17,4,65,127,38,35,20
ch09,1,17,,45,123,33,19,33
ch09,1,17,,80,118,39,5,55
ch09,1,17,5,50,116,42,18,30
ch09,1,17,,10,112,36,15,44
ch09,1,17,,60,100,36,25,27
ch09,1,17,6,70,99,29,26,23
ch09,1,29,7,85,156,55,120,8
ch09,1,29,,85,152,51,115,30
ch09,1,29,,90,200,55,100,35
ch09,1,29,8,90,114,41,118,60
ch09,1,29,,90,212,66,70,77
ch09,1,29,,90,153,49,100,70
ch09,1,29,9,90,153,46,110,84
ch09,1,29,,90,205,58,100,67
ch09,1,29,,90,233,72,85,90
ch09,1,29,10,60,170,53,120,40
ch09,1,29,,45,194,60,100,30
ch09,1,29,,75,192,58,113,24
ch09,1,29,11,70,179,53,130,12
ch09,1,29,,70,142,47,140,25
ch09,1,29,,90,167,47,125,50
ch09,1,29,12,20,151,37,150,55
ch09,1,41,13,85,168,51,260,50
ch09,1,41,,90,209,65,240,65
ch09,1,41,,90,193,60,240,70
ch09,1,41,14,70,190,50,210,40
ch09,1,41,,90,230,58,200,50,
ch09,1,41,,90,110,46,220,90,
ch09,1,41,15,90,109,67,230,90,
ch09,1,41,,90,178,47,220,28,
ch09,1,41,,90,197,63,215,30,
ch09,1,41,16,90,91,27,230,80,
ch09,1,53,17,90,81,12,375,55,
ch09,1,53,,90,104,18,390,80,
ch09,1,53,,90,159,50,380,50,
ch09,1,53,18,80,170,37,395,40,
ch09,1,53,19,90,211,39,375,35,
ch09,1,53,,90,91,27,371,55,
ch09,1,53,,90,69,24,395,40,"Samples not taken, branch too small"
ch09,1,53,,90,73,22,375,50,"Samples not taken, branch too small"
ch09,1,53,,90,197,46,380,55,"Samples not taken, branch too small"
ch09,1,53,,90,129,27,385,50,"Samples not taken, branch too small"
ch09,1,39,20,90,208,56,246,74
ch09,1,39,,90,180,46,250,92
ch09,1,39,,90,101,21,298,138
ch09,1,39,21,90,172,40,230,120
ch09,1,39,,90,162,46,250,90
ch09,1,39,,90,106,42,240,77
ch09,1,39,22,90,204,60,220,90
ch09,1,39,,45,203,57,220,55
ch09,1,39,,90,204,63,255,70
ch09,1,39,23,70,208,60,247,86
ch09,1,39,,50,116,45,265,110
ch09,1,39,,90,201,43,246,128
ch09,1,39,24,90,240,61,246,104
ch09,1,39,,90,205,56,215,95
ch09,1,39,,90,175,50,240,40
ch09,1,39,25,45,176,52,245,50
ch09,1,39,,90,126,42,230,63
ch09,1,39,,90,240,56,248,71
ch09,1,39,,90,194,73,265,86
ch09,1,39,,90,183,49,262,147
ch10,1,13,1,80,121,35,35,56
ch10,1,13,,60,111,35,26,72
ch10,1,13,,60,134,34,20,74
ch10,1,13,2,50,131,31,32,64
ch10,1,13,,60,84,21,51,64
ch10,1,13,,40,92,23,37,75
ch10,1,13,3,20,72,23,41,74
ch10,1,13,,15,117,30,34,85
ch10,1,13,,90,136,27,29,99
ch10,1,13,4,90,142,20,26,112
ch10,1,13,,85,69,22,41,105
ch10,1,13,,70,75,30,27,114
ch10,1,13,5,60,131,35,44,112
ch10,1,13,,90,94,21,37,96
ch10,1,13,,20,131,33,34,103
ch10,1,13,6,70,60,24,27,77
ch10,1,13,,80,86,19,41,84
ch10,1,13,,60,72,20,45,85
ch10,1,13,7,65,116,22,13,104
ch10,1,13,,80,102,29,46,81
ch10,1,13,,30,69,19,45,65
ch10,1,13,8,65,119,31,32,62
ch10,1.1,13,1,60,136,36,158,29
ch10,1.1,13,,65,165,39,137,57
ch10,1.1,13,,80,165,38,128,59
ch10,1.1,13,2,90,95,30,151,40
ch10,1.1,13,,85,150,40,139,49
ch10,1.1,13,,90,199,42,121,74
ch10,1.1,13,3,70,95,35,135,53
ch10,1.1,13,,85,220,50,109,77
ch10,1.1,13,,90,205,47,105,83
ch10,1.1,13,4,70,164,41,128,56
ch10,1.1,13,,85,115,32,163,14
ch10,1.1,13,,85,120,31,157,35
ch10,1.1,13,5,75,170,40,135,54
ch10,1.2,22,1,90,110,27,302,26
ch10,1.2,22,,90,156,15,296,37
ch10,1.2,22,,90,101,21,297,32
ch10,1.2,22,2,75,139,22,298,36
ch10,1.2,22,,85,156,29,287,27
ch10,1.2,22,,85,165,28,297,49
ch10,1.2,22,3,90,206,35,295,37
ch10,1.2,22,,90,102,29,281,23
ch10,1.2,22,,90,148,23,272,38
ch10,1.2,22,4,90,108,25,281,10
ch10,1.1,26,1,90,175,39,302,49
ch10,1.1,26,,90,115,20,297,65
ch10,1.1,26,,90,155,35,304,31
ch10,1.1,26,2,85,130,32,298,45
ch10,1.1,26,,80,158,29,285,58
ch10,1.1,26,,90,190,34,303,53
ch10,1.1,26,3,90,90,15,292,72
ch10,1.1,26,,90,185,31,302,68
ch10,1.1,26,,90,120,32,310,59
ch10,1.1,26,4,90,100,20,307,59
ch10,1.1,26,,80,96,32,322,51
ch10,1.1,26,,90,140,34,310,39
ch10,1.1,26,5,85,100,16,293,44
ch11,1,12,1,20,15,15,7,33
ch11,1,12,,0,70,26,0,48
ch11,1,12,,0,64,22,1,37
ch11,1,12,2,90,72,24,0,52
ch11,1,12,,40,85,29,12,62
ch11,1,12,,0,82,27,0,70
ch11,1,12,3,30,82,30,18,77
ch11,1,12,,35,64,25,18,56
ch11,1,12,,45,62,15,7,66
ch11,1,12,4,50,60,22,11,52
ch11,1,12,,80,47,16,16,40
ch11,1,12,,40,63,23,16,44
ch11,1,12,5,40,60,17,9,49
ch11,1,12,,70,104,33,0,65
ch11,1.2,10,6,50,88,31,90,30
ch11,1.2,10,,70,89,32,80,34
ch11,1.2,10,,75,66,27,93,32
ch11,1.2,10,7,55,87,28,89,44
ch11,1.2,10,,60,101,32,65,60
ch11,1.2,10,,60,59,27,85,35
ch11,1.2,10,8,70,112,43,66,60
ch11,1.2,10,,45,95,28,55,76
ch11,1.2,10,,55,134,42,58,80
ch11,1.2,10,9,70,101,34,73,46
ch11,1.2,10,,70,55,22,96,20
ch11,1.2,10,,60,84,32,79,25
ch11,1.2,10,10,70,89,26,66,42
ch11,1.2,26,11,65,111,32,215,47
ch11,1.2,26,,90,120,34,224,37
ch11,1.2,26,,70,100,32,234,20
ch11,1.2,26,12,80,125,30,228,55
ch11,1.2,26,,90,118,33,222,62
ch11,1.2,26,,85,97,32,220,62
ch11,1.2,26,13,80,127,33,234,71
ch11,1.2,26,,90,63,18,220,77
ch11,1.2,26,,80,56,20,246,90
ch11,1.2,26,14,80,108,31,223,73
ch11,1.2,34,15,85,130,37,328,38
ch11,1.2,34,,80,98,36,340,28
ch11,1.2,34,,80,114,26,323,42
ch11,1.2,34,16,80,102,32,348,38
ch11,1.2,34,,80,136,37,347,43
ch11,1.2,34,,80,81,29,342,50
ch11,1.2,34,17,70,139,37,348,60
ch11,1.2,34,,80,137,38,353,63
ch11,1.2,34,18,90,104,28,324,38
ch12,1,19,1,70,100.64,27.49,,
ch12,1,19,2,80,90.12,26.17,,
ch12,1,19,3,85,106.65,29.58,,
ch12,1,19,4,85,108.06,32.48,,
ch12,1,19,5,50,99.72,28.23,,,
ch12,1,19,6,70,79.88,23.16,,,
ch12,1,19,7,70,98.78,41.83,,,1st order
ch12,1,19,8,65,90.19,26.88,,,
ch12,1,19,9,80,76.34,21.02,,,
ch12,1,19,10,45,87.3,24.5,,,1st order
ch12,1,19,11,70,79.25,80.74,,,strange leaf width vs. length: check sheets
ch12,1,19,12,55,84.3,22.14,,,
ch12,1,19,13,60,72.5,24.75,,,
ch12,1,19,14,20,114.35,28.19,,,
ch12,1,19,15,25,60.82,21.9,,,
ch12,1,19,16,70,70.01,24.47,,,
ch12,1,19,17,40,113.34,30.44,,,
ch12,1,19,18,45,95.6,26.23,,,
ch12,1,19,19,70,52.48,19.74,,,
ch12,1,19,20,40,75.26,27.6,,,
ch12,1,32,1,80,85.42,27.73,,,
ch12,1,32,2,80,114.43,30.63,,,
ch12,1,32,3,50,86.85,26.52,,,
ch12,1,32,4,70,114.42,36.28,,,
ch12,1,32,5,85,110.78,30.55,,,
ch12,1,32,6,85,92.31,27.22,,,
ch12,1,32,7,60,107.27,55.31,,,
ch12,1,32,8,85,115.25,34.25,,,
ch12,1,32,9,90,109.59,33.79,,,CHECK LEAF LENGTH
ch12,1,32,10,75,116.64,35.13,,,
ch12,1,32,11,70,88.35,35.83,,,
ch12,1,32,12,80,102.88,35,,,
ch12,1,32,13,85,105.19,33.52,,,
ch12,1,32,14,60,90.46,31.13,,,
ch12,1,32,15,90,113.11,32.48,,,
ch12,1,32,16,75,92.42,36.83,,,
ch12,1,32,17,80,87.77,24.81,,
ch12,1,32,18,70,75,24.16,,
ch12,1,32,19,90,92.64,30.02,,
ch12,1,32,20,90,76.8,16.98,,
ch12,1,32,21,60,70.87,22.14,,
ch12,1,32,22,85,94.88,27.74,,
ch12,1,32,23,65,71.61,18.43,,
ch12,1,32,24,80,92.8,28,,
ch12,1,32,25,90,100.44,31.88,,
ch12,1,32,26,90,103.72,33.31,,
ch12,1,32,27,60,109.16,26.02,,
ch12,1,32,28,65,75.16,26.7,,
ch12,1,32,29,85,121.08,34.48,,
ch12,1,32,30,85,107.75,33.59,,
ch12,1,43,1,80,118,31,125,30
ch12,1,43,,80,125,32,118,32
ch12,1,43,,45,73,27,142,34
ch12,1,43,2,75,142,36,120,45
ch12,1,43,,75,155,48,122,57
ch12,1,43,,60,75,26,138,50
ch12,1,43,3,85,107,31,138,35
ch12,1,43,,15,86,33,140,20
ch12,1,43,,80,57,24,138,16
ch12,1,43,4,80,145,38,118,25
ch12,1,58,5,70,133,33,240,35
ch12,1,58,,80,59,14,238,42
ch12,1,58,,80,65,18,230,50
ch12,1,58,6,70,95,36,250,50
ch12,1,58,,70,69,24,254,42
ch12,1,58,,70,69,18,260,60
ch12,1,58,7,80,57,15,258,60
ch12,1,58,,85,86,24,256,60
ch12,1,66,8,80,78,23,308,27
ch12,1,66,,60,57,17,314,30
ch12,1,65,,75,77,26,280,20
ch12,1,65,,80,94,29,283,26
ch12,1,65,9,80,93,28,280,30
